Town,Address,Sale Price,Sale Date
WILLIAMSBRIDGE,3624 OLINVILLE AVE,810000,7/29/20
BAYCHESTER,3883 AMUNDSON,549999,7/30/20
BEDFORD PARK/NORWOOD,3350 PERRY AVENUE,10,7/30/20
BEDFORD PARK/NORWOOD,2633 WEBSTER AVENUE,1800000,7/30/20
BEDFORD PARK/NORWOOD,3069 VILLA AVENUE,11600000,7/30/20
BEDFORD PARK/NORWOOD,N/A VILLA AVENUE,11600000,7/30/20
BELMONT,627 EAST 183 STREET,655000,7/30/20
EAST TREMONT,2000 VYSE AVENUE,775000,7/30/20
KINGSBRIDGE/JEROME PARK,"3130 IRWIN AVENUE, 7I",280000,7/30/20
MORRIS PARK/VAN NEST,1577 HONE AVENUE,400000,7/30/20
RIVERDALE,411 WEST 261ST STREET,999000,7/30/20
RIVERDALE,"80 KNOLLS CRESCENT, 2F",83325,7/30/20
THROGS NECK,3101 WISSMAN AVENUE,200000,7/30/20
WAKEFIELD,1914 BUSSING AVENUE,300000,7/30/20
WILLIAMSBRIDGE,956 EAST 221ST STREET,10,7/30/20
BATHGATE,1511 FULTON AVENUE,10,7/31/20
BATHGATE,549 EAST 171 STREET,10,7/31/20
BAYCHESTER,3243 FENTON AVENUE,490000,7/31/20
BAYCHESTER,1115 EAST 213 STREET,390000,7/31/20
CASTLE HILL/UNIONPORT,2218 SEWARD AVENUE,230000,7/31/20
HIGHBRIDGE/MORRIS HEIGHTS,1747 UNDERCLIFF AVENUE,1060000,7/31/20
KINGSBRIDGE HTS/UNIV HTS,66 WEST 181ST STREET,665000,7/31/20
PELHAM PARKWAY NORTH,2509 YOUNG AVENUE,645000,7/31/20
SCHUYLERVILLE/PELHAM BAY,1866 HUTCHINSON RIVER PARKWAY EAST,1180000,7/31/20
SCHUYLERVILLE/PELHAM BAY,1868 HUTCHINSON RIVER PARKWAY EAST,1180000,7/31/20
SCHUYLERVILLE/PELHAM BAY,2866 HARRINGTON AVENUE,525000,7/31/20
SOUNDVIEW,1157 WARD AVENUE,925000,7/31/20
WAKEFIELD,1961 EDENWALD AVENUE,745000,7/31/20
WILLIAMSBRIDGE,3762 PAULDING AVENUE,600000,7/31/20
WILLIAMSBRIDGE,"722 EAST 217 STREET, 3A",170340,7/31/20
BAYCHESTER,3729 ROMBOUTS AVENUE,385000,8/3/20
BRONXDALE,2739 HONE AVE,205000,8/3/20
FORDHAM,2262 JEROME AVENUE,1300000,8/3/20
MELROSE/CONCOURSE,1023 COLLEGE AVENUE,90000,8/3/20
MORRIS PARK/VAN NEST,768 VAN NEST AVENUE,750000,8/3/20
THROGS NECK,3280 GIEGERICH PLACE,440000,8/3/20
THROGS NECK,N/A GIEGERICH PLACE,440000,8/3/20
THROGS NECK,"24 PENNYFIELD AVENUE, 3C",440000,8/3/20
WAKEFIELD,1705 BUSSING AVENUE,325000,8/3/20
BAYCHESTER,"3410 DE REIMER AVE, 9G",190000,8/4/20
BEDFORD PARK/NORWOOD,358 E 198TH,775000,8/4/20
EAST TREMONT,586 EAST 182 STREET,525000,8/4/20
HIGHBRIDGE/MORRIS HEIGHTS,1150 WOODYCREST AVE,1100000,8/4/20
KINGSBRIDGE/JEROME PARK,"3875 WALDO AVENUE, 3F",340000,8/4/20
MORRISANIA/LONGWOOD,2861 3 AVENUE,3500000,8/4/20
MORRISANIA/LONGWOOD,421 EAST 161 STREET,5600000,8/4/20
PELHAM PARKWAY NORTH,2581 LURTING AVENUE,800000,8/4/20
THROGS NECK,510 REYNOLDS AVE,415000,8/4/20
WESTCHESTER,2023 MAYFLOWER AVENUE,385000,8/4/20
BEDFORD PARK/NORWOOD,136 EAST 208TH STREET,4850000,8/5/20
BRONXDALE,1425 ALLERTON AVENUE,590000,8/5/20
HIGHBRIDGE/MORRIS HEIGHTS,1705 JEROME AVENUE,1993534,8/5/20
MORRIS PARK/VAN NEST,1955 LURTING AVE,1740000,8/5/20
MORRISANIA/LONGWOOD,725 PROSPECT AVENUE,700000,8/5/20
MORRISANIA/LONGWOOD,901 HOME STREET,1,8/5/20
RIVERDALE,"555 KAPPOCK STREET, 12U",199000,8/5/20
SOUNDVIEW,1985 GILDERSLEEVE AVE,615000,8/5/20
SOUNDVIEW,"822 LELAND AVENUE, 14C",290000,8/5/20
SOUNDVIEW,1983 GILDERSLEEVE AVENUE,615000,8/5/20
THROGS NECK,"2 OAK AVENUE, 2",350000,8/5/20
WAKEFIELD,4102 WILDER AVENUE,560000,8/5/20
WESTCHESTER,1157 COMMERCE AVENUE,5100000,8/5/20
BAYCHESTER,3931 PROVOST AVENUE,500000,8/6/20
BEDFORD PARK/NORWOOD,"190 E MOSHOLU PARKWAY S, 4F",200000,8/6/20
KINGSBRIDGE/JEROME PARK,405 WEST 238 STREET,747500,8/6/20
MORRIS PARK/VAN NEST,1846 COLDEN AVE,580000,8/6/20
MORRISANIA/LONGWOOD,804 FREEMAN STREET,350000,8/6/20
MORRISANIA/LONGWOOD,848 FREEMAN STREET,620000,8/6/20
PARKCHESTER,1413 BEACH AVENUE,33000,8/6/20
PELHAM PARKWAY NORTH,2551 WILSON AVENUE,610000,8/6/20
RIVERDALE,670 WEST 261 STREET,1220000,8/6/20
RIVERDALE,N/A PALISADE AVENUE,1220000,8/6/20
RIVERDALE,"525 WEST 236 STREET, 5F",345000,8/6/20
RIVERDALE,"3777 INDEPENDENCE AVENUE, 2L",770000,8/6/20
WILLIAMSBRIDGE,853 EAST 232ND STREET,700000,8/6/20
WILLIAMSBRIDGE,940 EAST 228 STREET,428000,8/6/20
BEDFORD PARK/NORWOOD,2749 CRESTON AVE,649000,8/7/20
COUNTRY CLUB,"1490 OUTLOOK AVENUE, 2Q",302166,8/7/20
EAST TREMONT,"755 OAKLAND PLACE, 4B",60000,8/7/20
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, 2E-N",320000,8/7/20
MORRISANIA/LONGWOOD,1054 HALL PLACE,725000,8/7/20
MORRISANIA/LONGWOOD,1157 WEST FARMS ROAD,600000,8/7/20
MORRISANIA/LONGWOOD,684 UNION AVENUE,280250,8/7/20
PELHAM PARKWAY NORTH,2433 BOUCK AVENUE,820000,8/7/20
PELHAM PARKWAY SOUTH,2182-2188 WHITE PLAINS ROAD,8000000,8/7/20
RIVERDALE,"5644 NETHERLAND AVE, 2C",175000,8/7/20
BEDFORD PARK/NORWOOD,"340 EAST MOSHOLU PARKWAY SOUTH, 3C",225000,8/10/20
CITY ISLAND,105 CENTRE STREET,350000,8/10/20
KINGSBRIDGE HTS/UNIV HTS,"3 FORDHAM HILL, 9H",165000,8/10/20
MORRIS PARK/VAN NEST,1802 LURTING AVENUE,4440000,8/10/20
MORRISANIA/LONGWOOD,1049 TIFFANY STREET,400000,8/10/20
RIVERDALE,"3755 HENRY HUDSON PARKWAY, 8C",605000,8/10/20
RIVERDALE,"3777 INDEPENDENCE AVENUE, 8K",265000,8/10/20
BAYCHESTER,3555 MCOWEN AVENUE,350000,8/11/20
BAYCHESTER,3960 MONTICELLO AVENUE,590000,8/11/20
BRONXDALE,3330 HONE AVENUE,510000,8/11/20
FIELDSTON,"5235 POST ROAD, 6E",175000,8/11/20
SCHUYLERVILLE/PELHAM BAY,3041 LASALLE AVE,575000,8/11/20
THROGS NECK,2921 OTIS AVENUE,750000,8/11/20
WAKEFIELD,1839 NEREID AVENUE,360000,8/11/20
WILLIAMSBRIDGE,4113 LOWERRE PLACE,360000,8/11/20
BAYCHESTER,4072 ELY AVENUE,247173,8/12/20
CITY ISLAND,"72 ISLAND POINT, 72",858000,8/12/20
HIGHBRIDGE/MORRIS HEIGHTS,1753 POPHAM AVENUE,514000,8/12/20
MORRISANIA/LONGWOOD,"3044 3RD AVE, 4B",240000,8/12/20
PELHAM PARKWAY SOUTH,1900 TENBROECK AVENUE,700000,8/12/20
SOUNDVIEW,1946 O'BRIEN AVENUE,690000,8/12/20
SOUNDVIEW,"221 NEPTUNE LANE, 5221A",410000,8/12/20
WILLIAMSBRIDGE,3606 HOLLAND AVENUE,650000,8/12/20
WILLIAMSBRIDGE,952 EAST 232ND STREET,585000,8/12/20
BAYCHESTER,3043 EDSON AVENUE,565000,8/13/20
BRONXDALE,3011 RADCLIFF AVENUE,764000,8/13/20
CITY ISLAND,123 HORTON STREET,640000,8/13/20
CITY ISLAND,165 DITMARS STREET,600000,8/13/20
COUNTRY CLUB,1653 RESEARCH AVENUE,600000,8/13/20
FORDHAM,113 EAST 184TH STREET,2100000,8/13/20
KINGSBRIDGE/JEROME PARK,306 WEST 232 STREET,1190000,8/13/20
MELROSE/CONCOURSE,1157 GRANT AVENUE,735000,8/13/20
MORRISANIA/LONGWOOD,1166 SIMPSON STREET,14489298,8/13/20
MORRISANIA/LONGWOOD,936 HOME STREET,14489298,8/13/20
MORRISANIA/LONGWOOD,1163 HOE AVENUE,14489298,8/13/20
MORRISANIA/LONGWOOD,1160 HOE AVENUE,14489298,8/13/20
MORRISANIA/LONGWOOD,1146 BRYANT AVENUE,14489298,8/13/20
MORRISANIA/LONGWOOD,1159 FOX STREET,14489298,8/13/20
MORRISANIA/LONGWOOD,1208 SOUTHERN BOULEVARD,14489298,8/13/20
MOTT HAVEN/PORT MORRIS,261 GRAND CONCOURSE,9000000,8/13/20
PARKCHESTER,"1562 UNIONPORT ROAD, 7E",150000,8/13/20
PELHAM PARKWAY SOUTH,"2160 BRONX PARK EAST, 4D",108000,8/13/20
RIVERDALE,"6535 BROADWAY, 5D",90000,8/13/20
RIVERDALE,"4499 HENRY HUDSON PARKWAY, 6F",188500,8/13/20
SCHUYLERVILLE/PELHAM BAY,1953 PILGRIM AVENUE,780000,8/13/20
THROGS NECK,2480 WENNER PLACE,645000,8/13/20
BAYCHESTER,3137 NEW ENGLAND THRUWAY,715000,8/14/20
BELMONT,2441 CROTONA AVENUE,2550000,8/14/20
CASTLE HILL/UNIONPORT,2248 HERMANY AVENUE,665000,8/14/20
EAST TREMONT,1978 CROTONA AVENUE,500000,8/14/20
FORDHAM,"2025 VALENTINE AVENUE, 5B",63000,8/14/20
KINGSBRIDGE/JEROME PARK,3042 HEATH AVENUE,550000,8/14/20
KINGSBRIDGE/JEROME PARK,3029 GODWIN TERRACE,1500000,8/14/20
MORRIS PARK/VAN NEST,1612 HERING AVE,542000,8/14/20
MOTT HAVEN/PORT MORRIS,"225 EAST 138 STREET, 207",490000,8/14/20
PELHAM PARKWAY NORTH,2560 STEDMAN PLACE,385000,8/14/20
THROGS NECK,3008 LAFAYETTE AVENUE,475000,8/14/20
WILLIAMSBRIDGE,834 EAST 229TH STREET,10,8/14/20
BRONXDALE,1059 BURKE AVENUE,10,8/15/20
COUNTRY CLUB,3318 GRISWOLD AVE,10,8/15/20
PARKCHESTER,"1550 UNIONPORT ROAD, MC",180000,8/16/20
BRONXDALE,934 BURKE AVENUE,747000,8/17/20
CITY ISLAND,42 SCHOFIELD STREET,388000,8/17/20
PARKCHESTER,1417 LELAND AVENUE,900000,8/17/20
PARKCHESTER,"2220 EAST TREMONT AVENUE, 6F",180000,8/17/20
PELHAM PARKWAY SOUTH,2140 MATTHEWS AVENUE,925000,8/17/20
RIVERDALE,"2400 JOHNSON AVENUE, 9F",410407,8/17/20
THROGS NECK,2822 COLLIS PLACE,525000,8/17/20
WAKEFIELD,682 E236 ST,499000,8/17/20
WAKEFIELD,N/A BYRON AVENUE,25000,8/17/20
WILLIAMSBRIDGE,3823 CARPENTER AVE,312000,8/17/20
BELMONT,2312 HUGHES AVENUE,640000,8/18/20
CROTONA PARK,1558 LONGFELLOW AVENUE,630000,8/18/20
EAST TREMONT,2068 ARTHUR AVENUE,340000,8/18/20
KINGSBRIDGE HTS/UNIV HTS,"3 FORDHAM HILL OVAL, 1D",160000,8/18/20
MORRIS PARK/VAN NEST,1735 WHITE PLAINS ROAD,1100000,8/18/20
CASTLE HILL/UNIONPORT,2010 WATSON AVENUE,800000,8/19/20
EAST TREMONT,781 ELSMERE PLACE,975000,8/19/20
EAST TREMONT,783 ELSMERE PLACE,975000,8/19/20
KINGSBRIDGE/JEROME PARK,"3065 SEDGEWICK AVENUE, 2F",82500,8/19/20
PARKCHESTER,"1410 WOOD ROAD, 6A",200000,8/19/20
SCHUYLERVILLE/PELHAM BAY,1622 PILGRIM AVENUE,595000,8/19/20
THROGS NECK,3764 EAST TREMONT AVENUE,900000,8/19/20
WOODLAWN,120 EAST 238 STREET,839000,8/19/20
BEDFORD PARK/NORWOOD,2720 JEROME AVENUE,12750000,8/20/20
BRONXDALE,3208 HERING AVENUE,422000,8/20/20
BRONXDALE,3343 PAULDING AVENUE,795000,8/20/20
FIELDSTON,"5235 POST ROAD, 5B",150000,8/20/20
KINGSBRIDGE/JEROME PARK,3019 TIBBETT AVENUE,2550000,8/20/20
KINGSBRIDGE/JEROME PARK,303 WEST 230 STREET,2550000,8/20/20
KINGSBRIDGE/JEROME PARK,309 WEST 230 STREET,2550000,8/20/20
RIVERDALE,400 WEST 263 STREET,565000,8/20/20
RIVERDALE,6048 RIVERDALE AVENUE,850000,8/20/20
SCHUYLERVILLE/PELHAM BAY,1611 PLYMOUTH AVENUE,352000,8/20/20
SCHUYLERVILLE/PELHAM BAY,2033 HOBART AVE,750000,8/20/20
SOUNDVIEW,"57 BEACON LANE, 143A",460000,8/20/20
THROGS NECK,3197 TIERNEY PLACE,485000,8/20/20
BAYCHESTER,3426 EDSON AVENUE,560000,8/21/20
BEDFORD PARK/NORWOOD,2668 MARION AVE,295859,8/21/20
BRONXDALE,2772 WILLIAMSBRIDGE ROAD,900000,8/21/20
COUNTRY CLUB,1517 DWIGHT PLACE,825000,8/21/20
COUNTRY CLUB,640 THROGS NECK EXPRESSWAY,735000,8/21/20
EAST TREMONT,700 EAST 182 STREET,836000,8/21/20
EAST TREMONT,2011 VYSE AVENUE,600000,8/21/20
HIGHBRIDGE/MORRIS HEIGHTS,1215 SHAKESPEARE AVENUE,620000,8/21/20
PARKCHESTER,"26 METROPOLITAN OVAL, 2C",140000,8/21/20
PELHAM PARKWAY NORTH,2543 MORGAN AVENUE,579000,8/21/20
RIVERDALE,"5800 ARLINGTON AVENUE, 15W",495000,8/21/20
SCHUYLERVILLE/PELHAM BAY,1625 HOBART AVENUE,585000,8/21/20
SOUNDVIEW,"122 SUNSET BLVD, 11122",200000,8/21/20
THROGS NECK,"236B EDGEWATER PARK, 236B",280000,8/21/20
WAKEFIELD,4457 MONTICELLO AVENUE,530000,8/21/20
WAKEFIELD,762 EAST 234 STREET,10,8/21/20
BAYCHESTER,1123 EAST 211 STREET,820000,8/24/20
CASTLE HILL/UNIONPORT,439 EFFINGHAM AVENUE,450000,8/24/20
FIELDSTON,4704 DELAFIELD AVENUE,1750000,8/24/20
MORRISANIA/LONGWOOD,793 JENNINGS STREET,669698,8/24/20
PARKCHESTER,"1936 EAST TREMONT AVE, 2A",150000,8/24/20
RIVERDALE,"2727 PALISADES AVENUE, 4H",865000,8/24/20
WAKEFIELD,4426 EDSON AVENUE,577000,8/24/20
WOODLAWN,518 EAST 235 STREET,530000,8/24/20
BATHGATE,2052 BATHGATE AVENUE,289000,8/25/20
KINGSBRIDGE/JEROME PARK,"91 VAN CORTLANDT AVE W, 7D",185000,8/25/20
MORRISANIA/LONGWOOD,967 EAST 167 STREET,422250,8/25/20
PELHAM PARKWAY SOUTH,1745 SEMINOLE AVENUE,400000,8/25/20
RIVERDALE,"3135 JOHNSON AVENUE, 4G",370000,8/25/20
WAKEFIELD,4137 DE REIMER AVENUE,849000,8/25/20
BAYCHESTER,1517 ADEE AVENUE,100000,8/26/20
HIGHBRIDGE/MORRIS HEIGHTS,1701 MACOMBS ROAD,3000000,8/26/20
HIGHBRIDGE/MORRIS HEIGHTS,1008 OGDEN AVENUE,525000,8/26/20
KINGSBRIDGE HTS/UNIV HTS,2493 DAVIDSON AVENUE,446000,8/26/20
PARKCHESTER,"1 METROPOLITAN OVAL, 6B",225000,8/26/20
RIVERDALE,6029 DELAFIELD AVENUE,720000,8/26/20
RIVERDALE,"3901 INDEPENDENCE AVENUE, 7C",210000,8/26/20
SOUNDVIEW,"116 ADMIRAL CT, 13",460000,8/26/20
WESTCHESTER,2533 FRISBY AVENUE,650000,8/26/20
BAYCHESTER,3520 ROMBOUTS AVENUE,295000,8/27/20
BAYCHESTER,3645 PALMER AVENUE,162500,8/27/20
BRONXDALE,"3235 BARKER AVENUE, 3F",125000,8/27/20
BRONXDALE,"665 THWAITES PLACE, 6O",278000,8/27/20
BRONXDALE,"3215 OLINVILLE AVENUE, 1B",83000,8/27/20
EAST TREMONT,640 EAST 182 STREET,10,8/27/20
KINGSBRIDGE/JEROME PARK,"91 VAN CORTLANDT AVENUE WEST, 5F",180000,8/27/20
MORRIS PARK/VAN NEST,1833 BOGART AVENUE,815000,8/27/20
MORRIS PARK/VAN NEST,1976 MATTHEWS AVENUE,780000,8/27/20
MORRISANIA/LONGWOOD,"715 FOX STREET, 4H",130000,8/27/20
PELHAM GARDENS,2437 WESTERVELT AVENUE,575000,8/27/20
RIVERDALE,"5425 VALLES AVENUE, 4F",260000,8/27/20
RIVERDALE,"3777 INDEPENDENCE AVENUE, 14H",848650,8/27/20
RIVERDALE,"679 W 239TH STREET, 5E",200000,8/27/20
SCHUYLERVILLE/PELHAM BAY,1445 EDISON AVENUE,680000,8/27/20
THROGS NECK,"54 INDIAN TRAIL, 54",293800,8/27/20
WAKEFIELD,934 CRANFORD AVENUE,775000,8/27/20
BAYCHESTER,2909 GRACE AVENUE,625000,8/28/20
BEDFORD PARK/NORWOOD,"325 EAST 201 STREET, 2A",178000,8/28/20
BRONXDALE,780 BARTHOLDI STREET,800000,8/28/20
CASTLE HILL/UNIONPORT,2005 HERMANY AVE,425000,8/28/20
CITY ISLAND,"170 SCHOFIELD STREET, 3-F",285000,8/28/20
COUNTRY CLUB,"1490 OUTLOOK AVENUE, 2A",532000,8/28/20
KINGSBRIDGE HTS/UNIV HTS,2699 HEATH AVENUE,619000,8/28/20
MORRIS PARK/VAN NEST,1100 NEILL AVENUE,635000,8/28/20
MORRISANIA/LONGWOOD,1131 FOREST AVENUE,485000,8/28/20
PARKCHESTER,"1503 METROPOLITAN AVENUE, MG",155000,8/28/20
PARKCHESTER,"2240 EAST TREMONT AVENUE, 4E",165000,8/28/20
PELHAM PARKWAY NORTH,753 WARING AVE,550500,8/28/20
SOUNDVIEW,1326 CROES AVE,850000,8/28/20
THROGS NECK,264 BALCOM AVENUE,865000,8/28/20
WAKEFIELD,832 SAINT OUEN STREET,720000,8/28/20
WILLIAMSBRIDGE,818 EAST 218 STREET,604000,8/28/20
WILLIAMSBRIDGE,3558 WILLET AVENUE,619999,8/28/20
BAYCHESTER,2546 HOLLERS AVE,475000,8/31/20
BAYCHESTER,4069 WILDER AVENUE,625000,8/31/20
BELMONT,"2420 BEAUMONT AVE, 11",25000,8/31/20
BRONXDALE,2939 COLDEN AVE,825000,8/31/20
BRONXDALE,781 SOUTH OAK DRIVE,700000,8/31/20
BRONXDALE,813 ADEE AVENUE,834503,8/31/20
CASTLE HILL/UNIONPORT,431 ZEREGA AVE,930000,8/31/20
COUNTRY CLUB,1130 THROGMORTON AVENUE,959000,8/31/20
CROTONA PARK,1570 BOONE AVENUE,1,8/31/20
HUNTS POINT,427 MANIDA STREET,1575000,8/31/20
MELROSE/CONCOURSE,1320 FINDLAY AVE,700000,8/31/20
MORRIS PARK/VAN NEST,1068 NEILL AVENUE,770000,8/31/20
MOTT HAVEN/PORT MORRIS,920 EAST 149 STREET,32500000,8/31/20
PARKCHESTER,1425-1475 THIERIOT AVENUE,130000,8/31/20
PARKCHESTER,"2055 MCGRAW AVENUE, MB",307000,8/31/20
RIVERDALE,5998 PALISADE AVENUE,1080000,8/31/20
RIVERDALE,"3636 FIELDSTON ROAD, 7R",165000,8/31/20
SOUNDVIEW,615 UNDERHILL AVENUE,835000,8/31/20
WAKEFIELD,4120 GRACE AVENUE,525000,8/31/20
WILLIAMSBRIDGE,963 EAST 221 STREET,505000,8/31/20
WILLIAMSBRIDGE,3813 LACONIA AVENUE,522500,8/31/20
WOODLAWN,"205 EAST 238TH STREET, 1B",255000,8/31/20
WOODLAWN,"4295 WEBSTER AVENUE, L3",129000,8/31/20
BAYCHESTER,2074 EDENWALD AVENUE,75000,9/1/20
BELMONT,558 EAST 191 STREET,5500000,9/1/20
KINGSBRIDGE/JEROME PARK,2788 SEDGWICK AVENUE,830000,9/1/20
KINGSBRIDGE/JEROME PARK,"290 WEST 232ND STREET, 20F",420000,9/1/20
MORRIS PARK/VAN NEST,1725 FOWLER AVE,270000,9/1/20
RIVERDALE,"3701 HENRY HUDSON PARKWAY, 7B",332500,9/1/20
RIVERDALE,"5900 ARLINGTON AVENUE, 17B",790000,9/1/20
RIVERDALE,641 WEST 230TH STREET,18400000,9/1/20
SCHUYLERVILLE/PELHAM BAY,2881 ROBERTS AVENUE,660000,9/1/20
SOUNDVIEW,1048 ELDER AVENUE,668000,9/1/20
THROGS NECK,"2 LINDEN AVENUE, 2",303600,9/1/20
COUNTRY CLUB,1635 OHM,646000,9/2/20
COUNTRY CLUB,N/A DEAN AVENUE,850000,9/2/20
COUNTRY CLUB,819 DEAN AVENUE,850000,9/2/20
COUNTRY CLUB,N/A DEAN AVENUE,850000,9/2/20
MELROSE/CONCOURSE,580 GERARD AVENUE,16900000,9/2/20
MORRIS PARK/VAN NEST,680 MORRIS PARK AVENUE,1200000,9/2/20
MORRISANIA/LONGWOOD,"530 EAST 159TH STREET, 1",105000,9/2/20
SOUNDVIEW,1245 CROES AVENUE,750000,9/2/20
THROGS NECK,"72 C EDGEWATER PARK, 72C",108000,9/2/20
WESTCHESTER,1468 WILLIAMSBRIDGE ROAD,1827500,9/2/20
WESTCHESTER,2610 ST RAYMOND AVENUE,1827500,9/2/20
WILLIAMSBRIDGE,861 EAST 232ND STREET,715000,9/2/20
BATHGATE,2024 WASHINGTON AVE,625000,9/3/20
BAYCHESTER,3945 WILDER AVENUE,456750,9/3/20
BAYCHESTER,3136 MICKLE AVE,915000,9/3/20
BAYCHESTER,3616 PALMER,870000,9/3/20
BRONXDALE,2205 OLINVILLE AVENUE,460000,9/3/20
CROTONA PARK,1414 CROTONA PARK EAST,420000,9/3/20
EAST TREMONT,837 EAST TREMONT AVENUE,6500000,9/3/20
FORDHAM,2066 ANTHONY AVENUE,1150000,9/3/20
HIGHBRIDGE/MORRIS HEIGHTS,950 UNIVERSITY AVENUE,26000000,9/3/20
HIGHBRIDGE/MORRIS HEIGHTS,930 UNIVERSITY AVENUE,26000000,9/3/20
HIGHBRIDGE/MORRIS HEIGHTS,973 SUMMIT AVENUE,2500000,9/3/20
HIGHBRIDGE/MORRIS HEIGHTS,971 SUMMIT AVENUE,2500000,9/3/20
HIGHBRIDGE/MORRIS HEIGHTS,969 SUMMIT AVENUE,2500000,9/3/20
HUNTS POINT,1290 VIELE AVENUE,14500000,9/3/20
MELROSE/CONCOURSE,"1020 GRAND CONCOURSE, 8R",310000,9/3/20
MORRISANIA/LONGWOOD,934 TIFFANY STREET,485000,9/3/20
MORRISANIA/LONGWOOD,500 EAST 166 STREET,225000,9/3/20
PARKCHESTER,1532 LELAND AVENUE,2200000,9/3/20
PELHAM PARKWAY SOUTH,1090 PELHAM PKWY SOUTH,837500,9/3/20
RIVERDALE,5435 FIELDSTON ROAD,1360000,9/3/20
RIVERDALE,"3755 HENRY HUDSON PARKWAY, 12C",890969,9/3/20
RIVERDALE,"4455 DOUGLAS AVENUE, 4D",700000,9/3/20
SCHUYLERVILLE/PELHAM BAY,2880 ROBERTS AVENUE,577000,9/3/20
SCHUYLERVILLE/PELHAM BAY,1537 MAYFLOWER AVE,800000,9/3/20
SOUNDVIEW,513 SAINT LAWRENCE,579000,9/3/20
THROGS NECK,420 CALHOUN AVENUE,460000,9/3/20
WILLIAMSBRIDGE,652 EAST 220 STREET,455000,9/3/20
BELMONT,2481 CAMBRELENG AVENUE,655000,9/4/20
MORRISANIA/LONGWOOD,681 CAULDWELL AVENUE,275000,9/4/20
MOTT HAVEN/PORT MORRIS,483 WILLIS AVENUE,1900000,9/4/20
PELHAM PARKWAY NORTH,2315 WILSON AVENUE,695000,9/4/20
SCHUYLERVILLE/PELHAM BAY,1730 EDISON AVENUE,600000,9/4/20
SCHUYLERVILLE/PELHAM BAY,3079 CODDINGTON AVENUE,245000,9/4/20
SOUNDVIEW,1145 WHEELER AVENUE,750000,9/4/20
WILLIAMSBRIDGE,670 EAST 225 STREET,790000,9/4/20
WILLIAMSBRIDGE,820 EAST 230 STREET,130000,9/4/20
BAYCHESTER,3224 WILSON AVENUE,1135173,9/8/20
FORDHAM,"55 EAST 190TH STREET, 53",185000,9/8/20
RIVERDALE,"5800 ARLINGTON AVENUE, 1U",615000,9/8/20
SCHUYLERVILLE/PELHAM BAY,3144 SANDS PLACE,650000,9/8/20
SCHUYLERVILLE/PELHAM BAY,3146 SANDS PLACE,650000,9/8/20
SOUNDVIEW,1034 WHEELER AVENUE,515000,9/8/20
WAKEFIELD,4168 DE REIMER AVENUE,530000,9/8/20
BAYCHESTER,3332 CORSA AVENUE,600000,9/9/20
CITY ISLAND,70 BUCKLEY STREET,630148,9/9/20
CITY ISLAND,162 DITMARS STREET,575000,9/9/20
COUNTRY CLUB,1149 ELLSWORTH AVENUE,650000,9/9/20
FIELDSTON,"5235 POST ROAD, 3C",167310,9/9/20
MELROSE/CONCOURSE,1306 FINDLAY AVE,1650000,9/9/20
MORRISANIA/LONGWOOD,"847 FOX STREET, 6",123983,9/9/20
PARKCHESTER,1606 MELVILLE STREET,750000,9/9/20
PARKCHESTER,1612 MELVILLE STREET,750000,9/9/20
PELHAM PARKWAY SOUTH,"2105 WALLACE AVENUE, 6H",150000,9/9/20
RIVERDALE,"3103 FAIRFIELD AVENUE, 4F",100000,9/9/20
WESTCHESTER,2327 ELLIS AVENUE,10,9/9/20
BAYCHESTER,"3410 DEREIMER AVENUE, 8F",118000,9/10/20
BEDFORD PARK/NORWOOD,"3535 KINGS COLLEGE PLACE, 4E",159000,9/10/20
MORRISANIA/LONGWOOD,"947 AVENUE ST JOHN, 2B",130000,9/10/20
PARKCHESTER,"1430 THIERIOT AVE, 4H",162000,9/10/20
PARKCHESTER,"1530 ARCHER ROAD, MC",160000,9/10/20
PARKCHESTER,"1507 METROPOLITAN AVENUE, 12H",216748,9/10/20
PELHAM PARKWAY SOUTH,1007 NEILL AVENUE,585000,9/10/20
SOUNDVIEW,"880 BOYNTON AVENUE, 13M",210840,9/10/20
WILLIAMSBRIDGE,864 EAST 215 STREET,5000,9/10/20
BAYCHESTER,3180 TIEMANN AVENUE,640000,9/11/20
COUNTRY CLUB,714 THROGS NECK EXPWY SR,500000,9/11/20
FIELDSTON,"255 FIELDSTON TERRACE, 4E",238773,9/11/20
MORRIS PARK/VAN NEST,1725 MATTHEWS AVENUE,659000,9/11/20
PARKCHESTER,"1521 UNIONPORT ROAD, 2H",180000,9/11/20
PELHAM PARKWAY SOUTH,2111 HONE AVENUE,985000,9/11/20
RIVERDALE,"5615 NETHERLAND AVE, 6A",230000,9/11/20
SOUNDVIEW,341 UNDERHILL AVENUE,262000,9/11/20
SOUNDVIEW,403 TAYLOR AVENUE,690000,9/11/20
THROGS NECK,11 SCHUYLER TERRACE,385000,9/11/20
WAKEFIELD,4612 MURDOCK AVE,891430,9/11/20
WILLIAMSBRIDGE,842 EAST 218,975000,9/11/20
WILLIAMSBRIDGE,844 EAST 218 STREET,975000,9/11/20
BEDFORD PARK/NORWOOD,2971 PERRY AVE,675000,9/14/20
HIGHBRIDGE/MORRIS HEIGHTS,1751 UNDERCLIFF AVENUE,680000,9/14/20
